flipper_length_standardized,bill_length_standardized
-0.18977311412979400,-0.6413608234665980
-1.328411798908560,-1.1449171404371400
-0.921755125773284,-1.5179218196745800
-0.921755125773284,-1.1076166725134000
-1.4097431335356100,-0.8465133970471910
-0.6777611218921210,-0.6413608234665980
-0.27110444875684900,-1.2381683102465000
-0.4337671180109580,-0.9024640989328080
1.1928595745301300,0.7201062557500590
1.3555222437842400,0.6455053199025720
1.3555222437842400,0.9625592972543950
1.7621789169195100,0.440352746321979
1.111528239903080,1.2050123387587300
0.7862029013948580,0.12329876897015400
-0.27110444875684900,0.6268550859406990
-0.27110444875684900,0.757406723673804
-0.10844177950274000,1.7831695915767700
-0.7590924565191750,0.776056957635675
